Gene	Chip2_1cell_A3	Chip2_1cell_B3	Chip2_1cell_A4	Chip2_1cell_B4	Chip2_1cell_A5	Chip2_1cell_B5	Chip2_1cell_A6	Chip2_1cell_B6	Chip2_3cells_A7	Chip2_3cells_B7	Chip2_3cells_A8	Chip2_3cells_B8	Chip2_3cells_A9	Chip2_3cells_B9	Chip2_11cells_A10	Chip2_11cells_B10	Chip2_11cells_A11	Chip2_11cells_B11	Chip2_11cells_A12	Chip2_11cells_B12
Skint8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Skint7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Skint1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Skint4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Skint3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Skint9	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
Gm24099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Skint2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Skint10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Skint6	0	0	0	0	12	12	3	0	1	0	5	6	12	0	2	6	0	1	8	4
Gm12816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Skint5	0	0	0	1	0	2	0	0	2	1	0	0	0	2	1	0	0	1	0	0
Skint11	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Gm40228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0
Trabd2b	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	17	31	0	118
Gm33710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm33655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9130410C08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Foxd2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Foxd2os	0	0	0	0	3	950	0	1348	0	267	6	533	3	6	4	500	2	229	64	3
Foxe3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm40229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cmpk1	0	9013	2	5669	235	1226	9994	4380	1914	1534	2563	3446	4221	1066	1097	1221	2321	799	2407	1885
Stil	1	0	1	2	4	2	0	1	7	0	1	1	1	0	3	4	92	3	4	6
Gm52674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tal1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm33786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pdzk1ip1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp4x1	0	0	1	1	1	0	0	2	1	0	1	0	3	0	0	1	1	6	3	3
Cyp4x1os	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp4a29	0	3	1	0	0	0	0	2	1	1	1	7	4	6	1	4	1	6	6	17
Cyp4a12a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	1	0	0	0
Gm52675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp4a12b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0
Cyp4a30b	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Gm52676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp4a14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp4a10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyp4a31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
Cyp4a32	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
Cyp4b1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Efcab14	0	1571	0	1298	1404	725	0	197	260	1211	0	126	861	135	296	97	126	230	243	66
Tex38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atpaf1	0	0	74	75	514	452	0	0	282	886	1	525	2	322	319	224	49	638	613	283
Mob3c	0	259	0	0	0	0	0	560	0	0	0	265	0	0	0	39	0	53	53	3
Mknk1	0	0	0	343	0	1577	0	0	0	404	0	764	0	0	330	340	508	549	375	447
Kncn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6430628N08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dmbx1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Gm38492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Faah	0	1	0	2	6	6	2	1	0	4	1	3	2	3	0	3	6	6	11	1
Nsun4	0	0	0	0	0	0	0	0	0	408	0	0	1	0	265	0	533	8	314	0
Uqcrh	0	8389	0	4059	2832	1797	4216	1209	1186	3060	2629	2628	2696	2365	1234	4349	4267	1899	2790	2907
Gm12854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc41	0	0	0	380	0	234	1364	0	0	0	0	440	177	209	78	121	285	0	178	0
Gm52704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rad54l	0	1	4	3	4	7	3	3	0	1	1	5	9	0	68	259	56	164	7	37
2510003B16Rik	0	0	0	0	0	69	0	0	0	0	0	1	0	0	0	0	0	19	0	0
Lurap1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Pomgnt1	0	849	0	0	0	0	0	0	0	481	0	0	566	1403	106	177	472	28	366	1
Tspan1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700042G07Rik	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
Llph-ps1	0	147	55	51	91	85	146	41	64	89	60	121	130	67	112	91	48	130	181	60
Pik3r3	0	96	1	54	142	702	0	1	29	13	2458	324	1	10	153	55	24	115	21	372
Mast2	0	0	138	1	0	69	6	1	2	19	1272	281	859	543	526	249	274	279	1167	273
Ipp	0	26	1	0	0	2	0	0	0	18	0	0	1	0	340	147	10	2	444	155
Tmem69	0	0	3	1	2	1294	1	2	323	628	898	167	1	217	8	192	404	86	144	1
Gpbp1l1	0	1	2	728	5	100	0	9	1	31	5	34	3	94	4	39	98	11	207	30
C530005A16Rik	0	0	0	0	0	0	1	0	0	0	0	2	1	0	1	0	5	121	81	0
Ccdc17	0	0	0	0	0	0	0	0	0	0	0	0	0	430	132	0	0	0	0	199
Nasp	0	23	138	655	90	275	10	3574	1630	1156	1088	944	369	995	743	1030	1284	1015	1802	1034
Akr1a1	0	12846	48	14594	6991	4953	14505	46	7484	14419	9642	14028	6367	9350	5918	11662	11390	6573	9318	4926
Gm25137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AV051173	0	199	0	0	0	0	0	0	0	0	649	0	227	155	123	49	0	66	0	0
Prdx1	0	44103	23552	44370	15543	17635	33029	8025	14700	21781	29230	30559	24812	23546	15676	29948	32177	19718	24395	19888
Mmachc	0	4	5	1443	63	82	2039	4	5	5	1	23	675	6	19	160	234	65	222	58
Ccdc163	0	0	507	0	1	711	0	0	0	0	1	1	0	0	75	83	0	2	474	3
Tesk2	0	5	8	14	8	47	11	10	9	4	5	11	21	4	5	74	15	33	37	209
Toe1	0	0	0	1310	0	0	0	0	0	600	0	250	70	0	0	284	814	133	157	0
Mutyh	0	0	0	0	0	532	0	0	0	0	0	246	0	0	99	0	0	0	122	0
Hpdl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12996	0	0	0	31	146	0	0	0	0	0	0	14	0	23	0	6	12	26	157	0
Zswim5	0	1	2	31	7	3	1	1	2	1	2	214	74	0	7	52	2	7	4	2
Gm22092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Urod	0	2722	0	1422	1248	1440	2606	1691	0	283	0	1960	1364	92	295	753	1042	251	1140	515
Hectd3	0	457	0	0	0	0	3291	0	0	0	0	252	279	420	0	132	459	0	291	502
Eif2b3	0	106	216	978	284	2775	61	2751	323	878	475	2510	918	52	274	1223	874	385	381	1651
Ptch2	0	3	0	3	1	2	10	1	0	2	2	3	1	1	1	3	5	7	2	5
Btbd19	0	0	0	0	0	839	0	0	411	0	824	1	478	97	181	71	0	0	362	415
Tctex1d4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	76	41
Plk3	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	9	0	0	2	59
Rps8	0	7509	3299	10225	6278	3155	6709	4284	5518	4285	5131	12166	7025	5659	7793	9310	9347	6737	9773	8610
Gm22980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snord38a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC115490046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snord55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kif2c	0	0	0	1	0	1	0	0	486	0	0	478	0	0	230	416	1099	277	152	0
Gm25099	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	6	0	43	0
Gm23143	0	0	0	0	0	0	0	0	0	0	25	17	0	0	0	10	0	0	0	0
Gm23287	0	0	0	0	0	0	0	0	0	0	54	0	0	0	1	0	6	0	0	0
Armh1	0	0	0	0	4	6	0	3	0	0	0	0	0	0	0	16	0	5	0	1
Tmem53	0	618	0	0	0	0	0	0	0	0	691	320	0	0	0	304	317	0	175	127
Rnf220	0	3	4	3	21	356	1	0	0	0	875	45	6	4	15	16	142	54	499	154
Gm12843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm40231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm34669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eri3	0	587	10	819	13	398	1509	1786	1458	2133	601	1400	621	1911	259	1317	1198	1155	944	394
Dmap1	0	0	0	0	0	601	0	0	0	750	9	1345	0	0	294	102	742	136	0	177
Gm34746	0	1	0	0	0	89	9	0	0	0	0	0	2	2	1	1	1	0	0	3
Klf17	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm40232	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0
Slc6a9	0	0	0	0	0	508	376	0	0	196	0	251	1	1	0	65	128	129	53	61
Ccdc24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B4galt2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	24	0	0	0	0
Gm40233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp6v0b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dph2	0	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	466	282	0
Ipo13	0	0	0	0	0	886	0	583	0	0	0	1	0	0	142	0	0	179	0	0
Artn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
St3gal3	0	16	11	64	15	291	27	36	7	280	10	23	320	12	25	60	396	171	22	129
9530034E10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC118568688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kdm4a	0	3	0	11	1	10	0	0	10	1	16	135	18	61	20	13	52	389	280	7
LOC118568687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptprf	0	0	0	0	91	0	87	1987	0	105	0	0	0	0	158	133	0	53	287	599
Mir7226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm40235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm52705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Szt2	0	8	0	0	0	0	0	0	0	0	0	3	0	7	0	2	8	3	0	5
Med8	0	2122	0	2838	1274	48	2584	0	1555	2118	0	1084	409	1377	282	2058	341	1029	1010	1241
Elovl1	0	5570	2457	893	1667	1400	1833	2486	1156	1236	1647	2499	1191	452	868	2006	1059	1050	1321	1791
Cdc20	0	0	0	3722	0	3309	0	0	14	0	2572	1035	0	0	270	445	1143	251	2200	0
Mpl	0	1	1	1	0	3	0	0	0	2	1	1	19	1	2	0	1	3	2	1
Tie1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2610528J11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm40237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cfap57	0	2	0	7	11	2	2	0	0	2	1	2	1	2	2	4	2	47	2	4
Gm52677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ebna1bp2	0	2592	0	3988	0	465	0	1855	340	2616	2494	5250	1402	2123	948	2901	3115	1537	1654	810
D4Ertd617e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12865	0	2	86	131	49	58	10	2	26	52	49	78	17	7	25	21	63	111	94	39
Olfr1329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lao1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC118568689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lincred2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12866	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm35510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
Gm52706	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	18	0	0	11
Slc2a1	0	2177	0	0	0	0	0	0	443	469	0	0	0	578	374	460	304	416	130	19
Gm12867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp691	0	0	0	0	0	0	0	0	99	0	0	0	0	0	54	0	0	43	0	1
Ermap	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	1	1
Svbp	0	1949	902	398	254	646	0	0	1098	456	907	589	920	1372	421	649	1292	1246	1124	1391
Tmem269	0	0	0	0	0	309	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AU022252	0	0	0	1	0	415	497	0	0	394	0	355	643	0	319	313	236	244	271	155
P3h1	0	4	0	0	0	1	0	27	1	3	35	2	0	486	238	3	737	425	552	6
Gm12927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cldn19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ybx1	0	3961	514	1640	2696	830	389	7	925	2335	1562	4895	3679	1888	3126	3230	4806	4535	5359	2523
Ppih	0	474	2	745	408	714	3	0	868	381	620	1156	632	214	288	874	740	365	1111	798
Ccdc30	0	34	14	40	4	21	57	14	14	22	28	35	21	32	41	15	34	22	33	8
Ppcs	0	1765	0	829	0	0	0	2140	0	0	0	945	478	534	278	260	199	296	230	622
Zmynd12	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rimkla	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Frg2f1	0	1	38	105	31	6	10	70	4	96	25	614	2	0	3	39	25	360	14	145
Foxj3	0	1	1	3	1	430	1	0	0	0	0	8	1	167	62	381	300	4	401	6
Guca2a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Guca2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm35761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm35957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hivep3	0	1	1	12	2	3	1	11	248	7	3	45	6	4	2	7	241	9	252	15
Gm38632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm36215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm36134	0	0	0	0	0	0	0	0	0	0	0	0	270	0	60	0	0	0	1	0
Edn2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm36073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm36013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Foxo6	0	0	0	0	0	276	0	0	0	0	0	0	0	0	0	1	17	5	0	0
Gm52678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Foxo6os	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm36499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm36574	0	3	27	44	0	0	0	1	1	16	1	27	27	2	0	25	15	69	17	2
Scmh1	0	1480	86	24	48	135	6	3	318	512	17	326	29	129	37	244	860	345	979	394
Slfnl1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ctps	0	8849	4363	0	1219	2478	3089	0	167	2818	663	2068	1004	1137	1660	1592	3515	1334	787	396
Gm8439	0	9	0	46	19	70	0	0	0	4	5	4	2	8	3	11	24	11	2	2
Gm29891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cited4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kcnq4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0
Nfyc	0	1422	0	1092	989	88	4519	0	2030	587	863	1857	540	929	574	517	501	553	1504	366
Mir30c-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir30f	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir30e	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rims3	0	1	0	0	0	3	0	0	1	0	0	0	0	0	0	2	0	0	1	1
Exo5	0	3293	1	1476	1	10	629	1	0	0	657	300	0	0	269	264	428	512	52	243
Zfp69	0	2	111	1	1	3	0	1	0	0	0	3	1	1	24	2	120	202	8	1
Smap2	0	3	9	28	5	10	733	3	0	13	2	7	8	414	174	9	142	108	227	72
Mir7015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Col9a2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zmpste24	0	0	13	2	10	917	2	6346	5	1051	869	2108	682	0	220	664	473	584	1017	1085
Gm23540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmco2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rlf	0	5	13	14	2	21	5	2984	15	9	3	846	15	5	25	154	9	42	587	44
Gm30102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm40239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12880	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0
Gm26162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12897	0	0	0	0	0	3	1	0	1	0	0	2	2	3	1	0	0	2	1	3
LOC115489968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm30405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9530002B09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Gm30548	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Ppt1	0	0	0	1766	1	1072	2662	0	1468	1750	3462	997	560	320	686	1925	1402	302	2071	0
Cap1	0	2512	458	802	210	462	1567	2881	204	1957	1344	1557	576	1352	564	1288	1247	553	1373	1040
Mfsd2a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43
LOC118568690	0	0	0	0	0	1	0	0	1	4	203	3	0	3	62	0	7	0	4	1
Mycl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trit1	6	0	0	0	1	0	0	0	387	1	1	648	1	5	0	64	10	203	503	2
Gm12923	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
Gm46868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bmp8b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Oxct2b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppie	0	1009	2304	775	0	1039	1212	1	0	1101	578	1605	437	386	0	762	389	628	1438	593
Hpcal4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nt5c1a	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Heyl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC108168976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
Pabpc4	0	1753	650	1301	1	833	484	0	498	139	7	110	28	1672	495	439	816	138	455	365
Gm25788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm22154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bmp8a	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	14	0	0	0	0
Oxct2a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Macf1	0	2362	245	376	60	2097	176	332	391	259	149	929	477	226	474	872	395	377	2208	412
D830031N03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mir6398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ndufs5	0	2856	2735	2757	1863	1366	3024	947	2747	2960	2020	4462	3419	3113	2819	2970	3419	2828	3417	2433
LOC115490062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Akirin1	0	1	0	1941	1299	838	0	1	0	766	2180	1628	1078	1177	122	1266	1639	1064	761	184
Rhbdl2	0	2	0	0	0	889	0	0	31	2	0	0	0	40	29	3	1	84	19	98
1700121C08Rik	0	0	0	0	1	2	0	0	2	0	0	0	0	0	0	0	1	0	3	1
4933427I04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D130007C19Rik	2	15	7	0	2	3	2034	4	0	414	802	2	86	298	210	49	455	284	269	49
Mycbp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rragc	0	1810	0	463	3025	5878	0	0	1208	3478	1998	2641	500	422	1368	2401	3491	1300	4274	1537
Gm40241	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	4
Gm40242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700021L23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm52719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
1700057H15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	3	0	0
Gm31830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm31769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm2164	0	0	2	2	0	226	0	0	0	0	2	3	3	1	2	5	1	17	0	94
4933407E24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pou3f1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm38545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Utp11	0	439	9	8	1421	1034	17	7	439	1325	745	2671	230	4	957	1920	1854	24	1648	1943
Fhl3	0	0	0	5	8	1	0	108	0	0	1	0	143	53	39	1	16	134	4	161
Sf3a3	0	2032	3717	3098	2109	2674	1725	5096	964	1401	13	3291	1861	22	823	2147	1844	544	1631	922
Mir697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm12915	0	0	0	0	0	648	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Gm32117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
