Protein	Protein.ID	Entry.Name	Gene	CtrlA1	CtrlA10	CtrlA11	CtrlA12	CtrlA2	CtrlA3	CtrlA4	CtrlA5	CtrlA6	CtrlA7	CtrlA8	CtrlA9	CtrlB1	CtrlB10	CtrlB11	CtrlB12	CtrlB2	CtrlB3	CtrlB4	CtrlB5	CtrlB6	CtrlB7	CtrlB8	CtrlB9	CtrlC1	CtrlC10	CtrlC11	CtrlC12	CtrlC2	CtrlC3	CtrlC4	CtrlC5	CtrlC6	CtrlC7	CtrlC8	CtrlC9	CtrlD1	CtrlD10	CtrlD11	CtrlD12	CtrlD2	CtrlD3	CtrlD4	CtrlD5	CtrlD6	CtrlD7	CtrlD8	CtrlD9	TrtdA1	TrtdA10	TrtdA12	TrtdA2	TrtdA3	TrtdA4	TrtdA5	TrtdA6	TrtdA7	TrtdA8	TrtdA9	TrtdB1	TrtdB10	TrtdB11	TrtdB12	TrtdB2	TrtdB3	TrtdB4	TrtdB5	TrtdB6	TrtdB7	TrtdB8	TrtdB9	TrtdC1	TrtdC10	TrtdC11	TrtdC12	TrtdC2	TrtdC3	TrtdC4	TrtdC5	TrtdC6	TrtdC7	TrtdC8	TrtdC9	TrtdD1	TrtdD10	TrtdD11	TrtdD12	TrtdD2	TrtdD3	TrtdD4	TrtdD5	TrtdD6	TrtdD7	TrtdD8	TrtdD9	TrtdtA11
sp|P63321|RALA_MOUSE	P63321	RALA_MOUSE	Rala	180786.39	149223.5	182829.58	119541.24	120604.42	183896.14	0	154449.02	0	134819.44	127430.17	152026.86	144383.67	126380.914	101923.37	122703.195	166182.77	0	91897.76	113288.25	67837.234	132890.83	165307.22	135663.95	262935.78	0	120477.67	99138.82	190553.58	83835.8	0	0	0	147989.95	95147.95	0	59183.25	0	0	0	161222.73	0	0	0	0	137375.86	248921.86	100153.13	0	511005.84	369586.47	213724.69	309534.3	0	249015.98	199833.62	458008.7	475097.34	312924.88	465986.97	261548.11	489257.22	570151.75	0	350964.66	387105.06	315126.94	338006.1	301819.84	204347.47	450271.88	307432.4	326536.66	434747.78	371552.5	317594.4	218709.75	394893.62	216464.39	280367.7	404876.44	428664.72	323331.2	208134.47	240814.75	53543.027	423394.38	329497.88	0	33786.914	263474.34	414452.16	214835	0	325174.28	300942.53
sp|P63323|RS12_MOUSE	P63323	RS12_MOUSE	Rps12	1116006.9	774981.06	1120380.4	566236.8	608269.5	846547.2	0	860086.8	0	623112.94	724534.8	995274.94	878460.9	985697.25	1285451.4	772288.25	1030177.3	0	570028.44	621463.6	407619.12	835899.2	674903.06	917474.6	656900.25	0	838225.6	847643.4	628357.94	597506.3	0	0	0	758470.44	526516.7	0	113364.47	0	0	0	1023165	0	0	0	0	712476.5	1272531.8	503049.8	0	2596301	1734885.4	510894.8	1171890	0	1260911.6	1230819.1	1810170.6	1946570.8	1595824.1	2211442.8	1162263	1809359	1912614.1	80620.99	172202.16	1210740.8	1106191.9	1688101.9	1324106.5	783734.1	1386633	1162286.2	1077972.6	1333522.2	1544729.6	1161264.9	1016395.8	1487734.5	851019.75	1351145	1308444.8	1708558.6	1508309	910513.94	1054669.8	173076.73	78427.55	1055829.6	0	103684.67	85191.586	1784053.4	945154	1046334.06	1214179.5	122959.734
sp|P63325|RS10_MOUSE	P63325	RS10_MOUSE	Rps10	746243.8	762589.1	839102.6	536692.75	471224.5	648474.94	0	760373.56	0	579980.5	580942.1	791753.3	780430.2	821288	1114031.8	633771.25	747641.56	0	670371.2	578714.25	424563.06	713957.3	587328.56	673817.4	625849.06	0	689315.94	759640.9	669802.5	491211.3	0	0	0	606596.4	415124.1	0	104652.5	0	0	0	831864.94	0	0	0	0	570924.4	823173.7	453212.16	0	1298760.6	1177499.1	414281.47	725103.75	0	986617	764082.8	1040056.94	1137370.8	922652.7	1347849.9	854437.56	1265761.8	1183423.1	72917.92	111755.336	740743.9	733589.6	1055698.2	948141.8	478501.84	1039664.7	852363.3	914198.75	1044424.44	1190034.2	839847.75	745574.2	1090203.6	675583.8	871696.9	986203.6	1101731.5	1007465.94	692094.75	710706	169262.19	60467.594	892349.8	0	57777.562	60512.082	1246228.1	617232.2	759892.8	755056.7	108480.305
sp|P63328|PP2BA_MOUSE	P63328	PP2BA_MOUSE	Ppp3ca	63428.19	49415.277	88583.77	56492.824	40714.523	66826.5	0	55918.5	0	56536.91	0	68763.41	50768.582	60090.758	0	58953.03	67364.47	0	51294.023	48537.367	0	52409.07	60000.266	56103.004	63724.375	0	44826.195	86415.51	51515.51	40537.29	0	0	0	73099.65	37450.203	0	27506.541	0	0	0	83381.71	0	0	0	0	42049.38	87741.195	44438.863	0	150359.69	116775.12	9781.894	63217.297	0	52535.72	71010.43	99160.8	117311.664	70889.61	148831.89	74015.625	123939.42	139903.33	0	15529.891	62080.465	66457.484	93994.77	48140.742	38742.69	83520.88	88167.95	80371.59	146541.42	104593.19	82883.84	66952.81	116697.664	53735.008	112090.24	104253.09	120789.32	95711.31	41490.883	42707.72	0	0	86836.305	0	0	0	127554.09	0	0	61407.043	0
sp|P63330|PP2AA_MOUSE	P63330	PP2AA_MOUSE	Ppp2ca	375810.53	267061.88	379228.5	228245.8	216865.14	272714.16	0	260097.4	0	221942.06	238505.03	228590.45	259747.27	315657.8	513285.88	248050.9	309492.06	0	255655.14	220777.8	150760.17	278023.62	248471.4	244020.78	298646.75	0	258865.9	292140.22	355626.97	202395.86	0	0	0	266937.44	174201.39	0	34336.93	0	0	0	343969.72	0	0	0	0	246617.6	431376.28	166911.4	0	573360.9	534755.1	134261.78	350969.44	0	435957.6	397481.78	540039.06	550552.1	571943.8	639622.56	346120.1	618250.2	595850.8	14222.457	89372.45	415453.5	443653.4	601127.5	479808.78	311482.47	545917.9	417654.47	322461.72	415287.5	550652.8	377278.34	314384.12	473917.16	305311.38	380406.03	423436.34	540017	435146.28	372105.84	361209.56	97624.31	65005.133	380318.2	0	55922.695	28381.488	615135.8	401381.97	364104.56	408197.88	54746.82
sp|P67778|PHB1_MOUSE	P67778	PHB1_MOUSE	Phb1	737109.94	537594.4	811140.94	520632.56	312369.56	630879.2	0	613837.7	0	442444.9	429919.9	529147.7	531071	834947.56	990549.7	484830.78	708162.6	0	531632.25	388484.25	325383.53	659870	459431.66	628440.75	429342.3	0	641892.7	798773	503614.12	336211.38	0	0	0	534011.3	412464.53	0	33806.066	0	0	0	881221.7	0	0	0	0	502060.78	699241.1	358939.78	0	1604834.5	1127770.2	626307.5	829162.25	0	1121487.8	489822.47	1061526.6	1590602.6	1304046	1562267.9	981399.25	1412042.6	1195446.8	29722.807	1675238.9	1260144	918954.7	1671357.4	1108408.4	451455.5	895416.5	933061.5	876108.94	990955.4	1517601.2	892089	850622.3	1358596.2	746198.7	1098468.6	857063.75	1596809.6	1038627.2	812714.4	812973.5	104444	2467849.5	1011194.56	0	94588.34	1643432.1	1447575.2	772964.56	1220984	1084794.2	1275332.4
sp|P67871|CSK2B_MOUSE	P67871	CSK2B_MOUSE	Csnk2b	197190.45	154454.31	190691.55	88211.06	119746.31	144662.14	0	176588.97	0	157146.8	118530.03	161251.06	199435.89	201850.61	222553.61	174959	168922.08	0	157265.62	117299.49	114769.805	156986.47	181566.95	227960.42	131245.16	0	179703.8	176078.66	139130.78	116159.89	0	0	0	157827.48	146027.55	0	0	0	0	0	237185.47	0	0	0	0	188014.5	243538.97	107179.125	0	442724.78	305104.84	202264.16	327261.28	0	306758.3	321849.16	320433.8	401272.53	302052.7	405808.8	248499.23	368476.6	409393.1	0	40474.29	280296.25	219596.7	410520.47	292026.25	238208.02	322375.3	296310.3	253476.5	329654.2	349846	290860.12	225141.86	261159.78	191235.38	252464.16	311275.22	532635.8	332111	234949.33	263314.6	30171.81	0	262041.4	0	0	27699.566	396755.5	269296.47	300950.25	292691.47	73672.195
sp|P67984|RL22_MOUSE	P67984	RL22_MOUSE	Rpl22	263461.1	281907.8	215461.89	220720.44	225391.03	254156.2	0	302998.78	0	231145.88	258701.8	380944.9	254445	356853.44	352971.34	201946.2	303091.38	0	161161.34	246830.89	188293	362918.72	290330	359883.3	206472.69	0	291419.4	333884.97	208878.17	183194.5	0	0	0	352658.56	156529.98	0	0	0	0	0	355082.94	0	0	0	0	216050.47	481172.53	199135.9	0	563136.1	507570.78	251688.11	361320.8	0	549263.6	508118.8	594308.4	690112.94	554524.6	581946.75	451404.72	798507.44	357142.66	0	89389.53	462884.62	396625.16	600447.7	672589.9	365390	412926.97	431477.03	376287.34	552680.56	458695.53	383094.44	577454.44	792503.5	352428.56	526750.1	688258.3	855369.8	529651.2	354026.53	316514.34	73411.99	0	424614.38	0	0	38112.8	781967.94	389791.78	0	361461.84	113443.336
sp|P68037|UB2L3_MOUSE	P68037	UB2L3_MOUSE	Ube2l3	1171851.1	763612.44	860019.9	610414.7	591669	1363196.6	0	861742	0	688451.4	614307.94	946721	978603.44	838122.06	1216868.8	874787.56	1164932.8	0	1013474.4	727860.3	495305.97	781919.9	728856.7	807425.1	570354.7	0	698873	919305.5	810025.06	402609.28	0	0	0	780279.1	452673.2	0	96161.42	0	0	0	1044203.7	0	0	0	0	661669.06	1088881.2	594116.3	0	2095612.6	1767531.9	63721.14	1351845.6	0	1638058.6	1380706.8	1985830.4	2222368.8	1594617.6	2508992.8	1247675.8	2292157.2	1871786.2	67085.09	169177.58	1441891.9	1268924.1	1865914.1	1491378	1327549.8	1693845.8	1253699.6	1481314.5	1570122.8	1826338.1	1438188.2	1209855	1730372.8	1150530.4	1523853	1386732	2055222.4	1533465.6	1448734.6	677984.1	220429.38	141688.95	1607918.5	0	87534	130239.62	1539577.9	1173146.8	1525906.2	1622432.6	80443.64
sp|P68040|RACK1_MOUSE	P68040	RACK1_MOUSE	Rack1	2070518.2	1769225.4	2143849	1195553.5	1066420.1	1707744.8	0	1782809.9	0	1405821.2	1494902.2	2018231.5	1638840.1	1862469.6	2713312.8	1540376	1994662	0	1231944.6	1309337.1	894551.94	1845544.5	1525407	1713316.6	1313409.8	0	1529744.4	1759546.1	1441906	1088817.5	0	0	0	1555521.4	1062955.6	0	227997.34	0	0	0	2167975	0	0	0	0	1339377.4	2246538.5	1044602.9	0	4078938.8	3696951	607825.1	1983256.4	0	2714575.8	2308826	3220269.5	3660868	3030487	3854625.5	2337686.8	3630529.2	3377412.8	73627.055	359717.16	2179530	2273110.5	3492668.8	2464478.2	1415213.8	2856607.2	2185380.5	2025550.6	2519587	3053344.2	2212244.2	2042887.6	3265089	1855222	2622059.8	2783799.8	3419455.2	2772097	1564421.8	2048952.2	343554.5	132217.72	2113873	0	145936.19	69261.016	3602720	1694402.6	2475233	2202182.5	75785.805
sp|P68254|1433T_MOUSE	P68254	1433T_MOUSE	Ywhaq	411765.34	320484.97	474443.28	261185.22	264831.9	477752.97	0	362562.72	0	226243.78	325761.84	367835.16	339257.12	399643.1	674527.56	291375.22	540879.44	0	383226.12	307772.75	142883.55	380347.84	255470.22	305856.62	274831.62	0	413519.47	391087.72	368545.6	186118.05	0	0	0	389586.28	307832.25	0	72383.055	0	0	0	475231.34	0	0	0	0	275513.6	514189.5	208275.05	0	946603.8	676044.44	78678.21	471750.8	0	536070.6	542797.06	860686.9	1246917.1	580966.06	1117084.5	578160.94	1066162	979118	21943.23	125445.375	460668.8	712022.06	808927.56	594590.56	205542.42	657785.6	506576.84	466661.56	619438.4	736887.2	483138.03	476542.5	680484.9	426164.28	525508.8	726028.4	816442.5	528207.94	579397	418424.88	127562.48	56658.926	605932.94	0	0	0	788487.44	500850.5	507868.78	597897.8	0
sp|P68368|TBA4A_MOUSE	P68368	TBA4A_MOUSE	Tuba4a	267322.2	244422.33	240971.31	184710.61	156325.53	221238.77	0	298643.94	0	207627.56	216089.86	235500.8	271985.56	238921.97	275817.06	198268.64	257050.81	0	251377.4	237289.69	149675.52	190494.92	211560.1	278509.84	219884.92	0	224657.62	186128.89	200016.16	129881.7	0	0	0	187514.1	186969.53	0	0	0	0	0	373017.3	0	0	0	0	218578.56	330734.38	170657.72	0	759971.5	540298.3	83921.68	458528.44	0	702123.9	542405	642327.6	680325.5	744167.9	733040.56	672115.1	668466.5	517339.9	0	82999.09	532101.3	575458.2	927074.25	655032.1	325567.28	670669.2	454997.9	541614.9	545398.75	819622.06	524722	505756.53	636413.7	477089	466143.38	564105.1	903188.3	619592.5	551667.25	532189.2	127921.61	40711.5	477325.2	0	107042.32	22575.531	657338.8	563645.25	479584.56	529218.2	46857.145
sp|P68369|TBA1A_MOUSE	P68369	TBA1A_MOUSE	Tuba1a	10300000	6368079.5	7459912	4896690.5	5299970.5	7838737.5	778151.7	6881476.5	0	5510598	5026118	7889962	7492008	7579304	9299797	6020178.5	8452561	0	6170107.5	6082230	4299622.5	5911516.5	5543871.5	7776890	7204583.5	839318.4	6972845.5	6515829.5	7677828.5	5090723	0	1006538.6	1191323.2	6046929.5	4528780.5	940594.44	926107.3	0	854033.06	0	10600000	0	966064.1	0	0	6709630.5	11200000	4207843	0	24700000	14200000	1544839.2	12400000	757492.8	14300000	14000000	24300000	18800000	19100000	21000000	16500000	24700000	23500000	412898.25	1540370.2	13300000	13100000	21400000	16100000	9223457	19100000	15100000	12500000	15800000	18700000	13600000	12500000	17700000	11200000	12400000	17700000	19600000	14000000	12700000	14200000	2737625.5	702682.1	14600000	492915.94	1093004.5	382906.12	21100000	10700000	12500000	12700000	773574.8
sp|P68372|TBB4B_MOUSE	P68372	TBB4B_MOUSE	Tubb4b	6984490	4533275	6280137.5	3475952	3789900.5	5783657	0	4829752	0	4251976	4010769.8	5319008	5140238	4878021.5	6939592	3828303.5	6407709	0	4333044	4005086.2	2803666	4032380	3874734	5804791.5	4779968.5	0	4693380.5	4217647	5061061	3589511.8	0	0	0	4785270.5	3477828.8	276326.75	760697.2	203587.2	0	0	7171970.5	0	0	194069.3	0	5115294	7693994	3151473	195743.56	18600000	11200000	1260512.4	9177472	0	10100000	9886532	18600000	13700000	14300000	17100000	11200000	16200000	17300000	299080.97	1080234.8	9916249	9556893	16800000	12100000	6675981	14900000	11100000	9597733	12300000	14200000	10300000	8569238	13100000	7634176	10100000	11100000	15300000	11000000	9506832	10900000	2217845.5	556159.56	10200000	195522	784702.6	388545.47	14700000	9212906	11500000	11200000	599438.9
sp|P68373|TBA1C_MOUSE	P68373	TBA1C_MOUSE	Tuba1c	158741.7	111123.28	160251.19	133857.45	102987.96	129907.76	0	143851.33	0	96057.38	110815.75	123965.94	132173.7	170594.06	143129.73	132149.84	195670.84	0	110781.37	121000.89	105693.836	129866.85	118986.24	158591.9	103990.93	0	119025.28	139123.12	116599.04	102525.03	0	0	0	140498.7	127963.766	0	0	0	0	0	163815.83	0	0	0	0	122414.62	223364.08	0	0	599540.3	325658.88	0	297881.03	0	390188.97	409593.53	513686.72	555750.56	558398.75	334422.66	386325.3	647879.06	546035.56	0	0	313607.1	308557.22	573587.06	405619.88	186357.31	584714.44	365678.56	325271.9	430093.12	580900.9	300593.5	252827.19	352418.38	290136.22	268408.44	411531.88	399943.88	388560	294809.97	281798.62	93736.164	0	351055.25	0	0	0	538213.6	283668.56	0	348262.8	0
sp|P68433|H31_MOUSE	P68433	H31_MOUSE	H3c11	21800000	9122295	12400000	8110329.5	11700000	10500000	590344.7	10600000	0	8565355	7749566.5	7416857	17300000	14000000	19300000	10600000	19400000	0	638995.5	9009763	10200000	11900000	19000000	11200000	12000000	0	8019943.5	9810710	9234863	9344533	0	0	0	9607761	8423602	0	978945.25	0	0	0	14700000	0	377347.4	0	0	11600000	17900000	8306193	1277567.6	24500000	20500000	20900000	20700000	471055.03	21000000	23200000	16100000	18300000	16800000	26600000	18700000	17700000	18900000	670608.44	1135689.4	22000000	22900000	32600000	20800000	16600000	18400000	28500000	20700000	19700000	15200000	29300000	21400000	22300000	17200000	22300000	19700000	32900000	18300000	22100000	15600000	971655.56	653857.1	21400000	0	517796.62	549049.5	23500000	17400000	27600000	17400000	16100000
sp|P68510|1433F_MOUSE	P68510	1433F_MOUSE	Ywhah	168816.02	128201.016	152682.4	121461.29	106244.74	153570.62	0	127503.06	0	152246.08	120568.24	168059.2	164114.36	131453.4	325250.16	137201.36	183224.38	0	113914.67	115363.54	87372.13	133092.11	168429.16	154212.77	123462.62	0	132427.08	158839.62	142260.58	90529.77	0	0	0	188515.17	123592.47	0	0	0	0	0	178936.58	0	0	0	0	140942.06	214218.23	91807.3	0	427624.06	301179.6	51892.156	201811.08	0	296806.66	208249.31	396777.12	403919.94	316965.75	426366.25	299894.34	395091.94	389557.16	0	77661.85	217717	204434.27	353937.4	285217.9	197729.48	306226.7	254132.36	213147.88	255446.23	318141.94	274718.78	220426.4	256667.58	158265.8	261120.56	280399.38	367777.62	196438.77	228865.61	280097.84	77509.22	0	234081.97	0	0	0	355263.56	209730.9	3330596.8	309908.1	0
sp|P70122|SBDS_MOUSE	P70122	SBDS_MOUSE	Sbds	322064.4	289423.7	311008.25	179032.58	159604.1	234064.25	0	256066.56	0	236127.47	232359.12	288852.5	231023.38	301857.38	410617.47	290993.2	363690.6	0	191733.11	192407.34	133391.53	264358.7	223170.69	365072.9	185299.88	0	277621.22	289902.72	221706.14	137475.25	0	0	0	312804.7	179237.4	0	53634.03	0	0	0	287261.1	0	0	0	0	202165.6	340911.44	186179.38	0	612329.56	475252.22	127351.35	498029.62	0	574228.75	481124.3	594028.56	687024.56	518331.6	645023.8	513921	733206.75	509196.72	0	102186.75	447975	537034.56	602586.2	486841.94	292912.94	655776.3	453675.44	392856.53	488047.2	545717.25	380501.28	408232	562580.3	319475.66	416564.38	530151.2	751827.7	398209	396636.38	360462.8	110968.71	57501.965	447145.3	0	33386.3	564702.25	579623.8	381162.62	659297.75	492336.3	0
sp|P70168|IMB1_MOUSE	P70168	IMB1_MOUSE	Kpnb1	722539.7	510485.94	604311.1	382521.38	361595.7	481368	0	550497.3	0	373484.66	382613.78	373903.28	583350.4	649126.8	780270.06	429637.53	695018.2	0	476349.94	455689.88	310948.66	544944.4	509233.88	426034.56	516098.34	0	548767.25	658777.8	468362.75	439536.06	0	0	0	443166.1	375974.5	0	107952.23	0	0	0	729962.56	0	0	0	0	475072.34	764834.3	384045.94	0	1151331	796839.1	420846.56	848053.3	0	964522.94	686143.3	934948.1	1145612.9	900287.9	1043199.1	835347.3	1232104.2	1210525.4	27716.877	199479.38	887277.3	940150.06	1130271.9	905413.06	500396.28	951589.7	744044	726690.7	858246.75	1209050.5	839196.4	817349.44	1033027.5	700149	923143.9	693562.6	1217171.2	950334.4	839263.7	826432.8	191292.55	85058.664	822959.5	0	93396.9	40539.74	1055657.5	754104.7	911064.2	824364.44	47500.17
sp|P70202|LXN_MOUSE	P70202	LXN_MOUSE	Lxn	420915.84	141224.89	453666.56	65989.74	139043.55	682299.4	0	276312.84	0	245544.16	247350.88	173849.08	116812.72	515572.56	289389.56	289714.34	270972.38	0	143295.44	173824	63890.684	159788.42	52689.223	270809.53	157237.86	0	354223.8	371919.3	180816.39	75436.5	0	0	0	263549.38	71857.516	0	24952.404	0	0	0	710611.5	0	0	0	0	115384	351124.22	94870.3	0	284271.3	313704.34	0	257309.86	0	222763.14	318366.47	224790.14	274616.44	173687.42	371133.56	309766.28	365076.4	515657.47	0	0	235036.06	172295.72	290240.3	131711.67	135507.73	173008.64	142416.69	127933.336	231010.5	272099.53	125574.11	311300.62	244284.08	123478.945	220620.3	420502.62	445116.84	185133.05	165283.36	116834.69	47945.26	21054	244842	0	0	0	139209.58	182011.47	622433.5	233156.89	0
sp|P70227|ITPR3_MOUSE	P70227	ITPR3_MOUSE	Itpr3	94554.55	77316.625	98708.81	50059.78	81393.85	81483.22	0	74759.52	0	113535.24	39328.875	57659.23	81507.9	81153.51	89820.836	113870.195	70695.69	0	79115.2	191161.27	54113.438	101062.39	112992.82	76197.875	47336.65	0	93455.38	83442.375	105235.24	97627.86	0	0	0	66158.21	99047.18	0	76721.67	0	0	0	222787.88	0	0	0	0	94461.945	122136.664	49600.46	0	146059.27	145904.9	130681.76	155344.22	0	147368.28	122265.67	168915.7	201691.92	160666.05	192972.89	149174	136692.52	132382.66	0	159838.69	127649.92	148884.12	222560.22	209650.25	71888.555	137270.47	99794.94	115479.914	134610	167809.97	146936.98	110581.84	198080.34	95904.19	0	185637.25	171922.78	149261.34	102418.09	135324.2	0	184014.44	54467.473	0	0	158071.5	139181.69	70245.836	986126.4	141761.75	178742.16
sp|P70236|MP2K6_MOUSE	P70236	MP2K6_MOUSE	Map2k6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp|P70245|EBP_MOUSE	P70245	EBP_MOUSE	Ebp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27626.691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35331.37	0	0	0	43812.76	0	0	0	0	0	0	0	0	0	0	0	28205.635	0	0	0	0	0	0	0	0	0	31834.336	0	0	57572.156	40407.55	30873.104	0	0	0	0	28804.611	0	0	59651.28	42727.61	0	0	0	0
sp|P70255|NFIC_MOUSE	P70255	NFIC_MOUSE	Nfic	198960.22	150532.97	0	113460.016	64823.13	104660.945	0	150896.94	0	134091.45	152424.05	174301.81	169740.38	158190.38	227472.7	148838.84	155561.69	0	0	133492.58	114000.48	159204.39	57864.164	129036.35	78164.57	0	124698.85	151735.55	120839.695	117753.414	0	0	0	163089.53	107941.64	0	0	0	0	0	181420.69	0	0	0	0	162737.88	207216.48	103782.24	0	254918.62	280163.97	223783.42	224558.75	0	265565.94	233242.78	307307.47	263507.28	206121.52	309537.6	188145.08	275381.94	385118.2	0	193278.6	276946.16	137387.92	345559.25	192141.22	203504.02	205211.03	226315.38	215992.23	211755.25	186285.27	240168.19	209582.92	310614.06	129746.766	291573.3	173507.73	319960	237207.55	201719.66	159559.58	47085.51	60401.344	239345.08	0	0	74983.234	294272.53	217733.31	0	158140.5	193194.98
sp|P70261|PALD_MOUSE	P70261	PALD_MOUSE	Pald1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15674.578	0	0	0	0	0	0	0	0	0	0	12585.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp|P70279|SURF6_MOUSE	P70279	SURF6_MOUSE	Surf6	0	0	26053.78	0	0	0	0	18126.576	0	0	12181.739	0	22280.021	0	0	0	25420.621	0	0	28661.83	0	0	19589.662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49344.47	0	34235.32	0	0	46902.367	35999.348	38618.8	65552.11	45456.75	50687.25	0	65032.133	48579.242	0	0	64256.05	47068.312	45432.527	55768.45	0	67984.4	0	38969.1	46427.727	35287.87	50595.28	0	48151.137	32915.453	0	52539.758	60373.33	46710.17	0	0	0	0	45252.19	0	0	0	0	33677.875	0	35055.695	0
sp|P70295|AUP1_MOUSE	P70295	AUP1_MOUSE	Aup1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sp|P70296|PEBP1_MOUSE	P70296	PEBP1_MOUSE	Pebp1	1730939.8	1041261	1986611.2	966198	791405.75	1513525.8	0	1097045.2	0	1089309.4	696161.94	1485821.6	1150823.6	1297963.4	2589170.8	1425913.9	1440723.1	0	1192759.1	836881.56	513675.25	852128.7	762571.25	1231159.4	858381	0	1146940	1352209.1	1317850.8	790055.56	0	0	0	1688076.1	667537.1	0	130336.32	0	0	0	1847259.8	0	0	0	0	921785.3	1736896.2	808058.9	0	2954197.8	3068086	57653.03	1342563.4	0	1719695.6	1631824.2	1925701.5	2876075.5	1805294.1	3371282.2	2215374	2951868	2707438.2	89602.67	261261.5	1710380.8	1572111.9	2670101.2	1709895.5	1264823.9	1993274.4	1734445.8	1378479.4	2097051.5	2552544	1454248.9	1590264	2098114	1234489.1	1961238.1	2174051.2	2451707.5	1802870.8	1909603.5	642974.6	374536.47	138955.84	1519396.4	0	78179.51	53847.234	1891474.5	1675073	3623335.2	1920444.4	93903.086
sp|P70302|STIM1_MOUSE	P70302	STIM1_MOUSE	Stim1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22100.959	20577.006	0	18182.078	0	17837.201	23511.91	31946.871	37738.484	0	28355.004	14430.571	47779.64	30261.791	0	36809.203	18796.574	14344.527	0	19775.865	0	40992.945	12413.537	0	19594.588	23600.537	0	13075.895	19954.555	11923.245	14405.335	24244.625	29811.105	0	23203.156	0	0	40673.78	0	0	0	18687.535	0	19794.35	0	24919.81	60038.05
sp|P70318|TIAR_MOUSE	P70318	TIAR_MOUSE	Tial1	73208.17	60704.95	70404.94	36859.98	37740.727	54519.953	0	63293.21	0	44583.62	46664.67	51351.832	48865.465	55817.434	77678.71	73187.6	63114.53	0	0	0	0	54664.527	55587.746	45552.094	34535.395	0	51606.516	43363.36	39966.99	32043.29	0	0	0	41197.2	0	0	0	0	0	0	71483.85	0	0	0	0	52829.01	76127.945	0	0	135127.81	100752.57	54100.23	81266.46	0	80946.26	106196.9	93139.42	112425.14	117133	138882.17	84676.27	152754.39	123315.125	0	0	90056.26	72329.18	92470.85	74388.56	84759.27	101245.7	86496.72	92412.21	110900.84	100966.57	107571.836	71791.74	128546.055	74192.08	95129.73	88954.664	139832.66	87259.06	67037.09	84938.125	0	0	88777.08	0	0	0	96158.85	75182.67	103041.164	89989.914	34115.207
sp|P70333|HNRH2_MOUSE	P70333	HNRH2_MOUSE	Hnrnph2	161831.12	157541.8	176124.36	114033.42	102518.11	190638.22	0	131215.22	0	140011.14	120007.44	166276.88	128791.85	136572.83	147838.6	167613.52	129260.82	0	37717.805	129133.555	101105.695	114278.68	104946.87	140315	83534.195	0	119239.766	138892.86	118795.97	105062.73	0	0	0	144538.53	76012.54	0	0	0	0	0	154113.03	0	0	0	0	146754.36	174684.6	85248.016	0	478200.97	477125.3	235150.55	251229.38	0	370756.1	334010.3	457153.75	421912.6	343282.6	498906.38	291040.78	423213.66	353494.3	0	0	274942.06	303866.9	474806.7	277692.6	319073.7	427941.06	345210.2	403214.34	384435.7	351463.34	192425.23	235314.34	377301.75	245447.97	310937.25	511599.25	448370.03	325088.66	429178.53	302386.7	0	0	330410.9	0	0	0	503519.1	285720.28	452273.47	355257.78	180168.75
